Postcode,In Use?,Latitude,Longitude,Easting,Northing,Grid Ref,Ward,Parish,Introduced,Terminated,Altitude,Country,Last Updated,Quality,LSOA Code,LSOA Name,LSOA Code 2021,LSOA Name 2021
BL9 0SH,Yes,53.588518,-2.291850,380778,410255,SD807102,Bury East,"Bury, unparished area",1980-01-01,,90,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01005028,Bury 011C,E01005028,Bury 011C
BL9 0SJ,Yes,53.588357,-2.291818,380780,410237,SD807102,Bury East,"Bury, unparished area",1980-01-01,,90,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01005028,Bury 011C,E01005028,Bury 011C
BL9 0SL,Yes,53.588914,-2.291792,380782,410299,SD807102,Bury East,"Bury, unparished area",1980-01-01,,91,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01005028,Bury 011C,E01005028,Bury 011C
BL9 0SN,Yes,53.590310,-2.298980,380307,410456,SD803104,Bury East,"Bury, unparished area",2009-10-01,,96,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01005027,Bury 011B,E01005027,Bury 011B
BL9 0SP,Yes,53.590172,-2.299991,380240,410441,SD802104,Bury East,"Bury, unparished area",1996-12-01,,97,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01005027,Bury 011B,E01005027,Bury 011B
BL9 0SQ,Yes,53.588706,-2.292365,380744,410276,SD807102,Bury East,"Bury, unparished area",1980-01-01,,90,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01005028,Bury 011C,E01005028,Bury 011C
BL9 0SR,Yes,53.588812,-2.293181,380690,410288,SD806102,Bury East,"Bury, unparished area",1995-12-01,,91,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01005028,Bury 011C,E01005028,Bury 011C
BL9 0SS,No,53.590705,-2.299088,380300,410500,SD803105,Bury East,"Bury, unparished area",1980-01-01,1992-12-01,98,England,2024-09-06,Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference,E01005027,Bury 011B,E01005027,Bury 011B
BL9 0ST,Yes,53.588515,-2.300612,380198,410257,SD801102,Redvales,"Bury, unparished area",1980-01-01,,91,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01005027,Bury 011B,E01005027,Bury 011B
BL9 0SU,No,53.588663,-2.299557,380268,410273,SD802102,Redvales,"Bury, unparished area",1980-01-01,2008-10-01,91,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01005027,Bury 011B,E01005027,Bury 011B
BL9 0SW,Yes,53.590172,-2.299991,380240,410441,SD802104,Bury East,"Bury, unparished area",1980-01-01,,97,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01005027,Bury 011B,E01005027,Bury 011B
BL9 0SX,Yes,53.588944,-2.301642,380130,410305,SD801103,Redvales,"Bury, unparished area",1980-01-01,,92,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01005027,Bury 011B,E01005027,Bury 011B
BL9 0SY,Yes,53.589447,-2.302569,380069,410361,SD800103,Redvales,"Bury, unparished area",1980-01-01,,91,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01005027,Bury 011B,E01005027,Bury 011B
BL9 0SZ,Yes,53.589096,-2.302461,380076,410322,SD800103,Redvales,"Bury, unparished area",1980-01-01,,91,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01005027,Bury 011B,E01005027,Bury 011B
BL9 0TA,Yes,53.588278,-2.302576,380068,410231,SD800102,Redvales,"Bury, unparished area",1980-01-01,,89,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01005027,Bury 011B,E01005027,Bury 011B
BL9 0TB,Yes,53.587765,-2.301905,380112,410174,SD801101,Redvales,"Bury, unparished area",1980-01-01,,89,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01005025,Bury 011A,E01005025,Bury 011A
BL9 0TD,Yes,53.586870,-2.300464,380207,410074,SD802100,Redvales,"Bury, unparished area",1980-01-01,,88,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01005027,Bury 011B,E01005027,Bury 011B
BL9 0TE,Yes,53.587451,-2.299126,380296,410138,SD802101,Redvales,"Bury, unparished area",1980-01-01,,88,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01005027,Bury 011B,E01005027,Bury 011B
BL9 0TF,Yes,53.587617,-2.300258,380221,410157,SD802101,Redvales,"Bury, unparished area",1980-01-01,,88,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01005027,Bury 011B,E01005027,Bury 011B
BL9 0TG,Yes,53.588126,-2.298753,380321,410213,SD803102,Redvales,"Bury, unparished area",1980-01-01,,89,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01005027,Bury 011B,E01005027,Bury 011B
BL9 0TH,Yes,53.586905,-2.301069,380167,410078,SD801100,Redvales,"Bury, unparished area",1980-01-01,,87,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01005027,Bury 011B,E01005027,Bury 011B
BL9 0TJ,Yes,53.586739,-2.299831,380249,410059,SD802100,Redvales,"Bury, unparished area",1980-01-01,,86,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01005027,Bury 011B,E01005027,Bury 011B
BL9 0TL,Yes,53.585701,-2.300577,380199,409944,SD801099,Redvales,"Bury, unparished area",1980-01-01,,84,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01005027,Bury 011B,E01005027,Bury 011B
BL9 0TN,Yes,53.586149,-2.301169,380160,409994,SD801099,Redvales,"Bury, unparished area",1980-01-01,,86,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01005027,Bury 011B,E01005027,Bury 011B
BL9 0TP,Yes,53.585430,-2.301179,380159,409914,SD801099,Redvales,"Bury, unparished area",1980-01-01,,83,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01005025,Bury 011A,E01005025,Bury 011A
BL9 0TQ,No,53.589779,-2.299308,380285,410397,SD802103,Bury East,"Bury, unparished area",2008-12-01,2011-09-01,95,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01005027,Bury 011B,E01005027,Bury 011B
BL9 0TR,Yes,53.586699,-2.301689,380126,410055,SD801100,Redvales,"Bury, unparished area",1980-01-01,,86,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01005025,Bury 011A,E01005025,Bury 011A
BL9 0TS,Yes,53.585950,-2.302544,380069,409972,SD800099,Redvales,"Bury, unparished area",1980-01-01,,83,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01005025,Bury 011A,E01005025,Bury 011A
BL9 0TT,Yes,53.586443,-2.303243,380023,410027,SD800100,Redvales,"Bury, unparished area",1980-01-01,,85,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01005025,Bury 011A,E01005025,Bury 011A
BL9 0TU,Yes,53.586657,-2.302895,380046,410051,SD800100,Redvales,"Bury, unparished area",1980-01-01,,85,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01005025,Bury 011A,E01005025,Bury 011A
BL9 0TW,Yes,53.586356,-2.301352,380148,410017,SD801100,Redvales,"Bury, unparished area",1980-01-01,,86,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01005027,Bury 011B,E01005027,Bury 011B
BL9 0TX,Yes,53.586993,-2.302537,380070,410088,SD800100,Redvales,"Bury, unparished area",1980-01-01,,86,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01005025,Bury 011A,E01005025,Bury 011A
BL9 0TY,Yes,53.587765,-2.302814,380052,410174,SD800101,Redvales,"Bury, unparished area",1980-01-01,,87,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01005025,Bury 011A,E01005025,Bury 011A
BL9 0TZ,Yes,53.589030,-2.306492,379809,410316,SD798103,Redvales,"Bury, unparished area",1980-01-01,,84,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01005025,Bury 011A,E01005025,Bury 011A
BL9 0UA,Yes,53.584792,-2.302083,380099,409843,SD800098,Redvales,"Bury, unparished area",1985-10-01,,79,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01005025,Bury 011A,E01005025,Bury 011A
BL9 0UB,No,53.585396,-2.308583,379669,409912,SD796099,Redvales,"Bury, unparished area",1980-01-01,2000-06-01,77,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01005025,Bury 011A,E01005025,Bury 011A
BL9 0UD,Yes,53.585637,-2.302179,380093,409937,SD800099,Redvales,"Bury, unparished area",1985-04-01,,82,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01005025,Bury 011A,E01005025,Bury 011A
BL9 0UE,Yes,53.584573,-2.299982,380238,409818,SD802098,Redvales,"Bury, unparished area",1986-07-01,,84,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01005027,Bury 011B,E01005027,Bury 011B
BL9 0UF,Yes,53.588652,-2.299510,380271,410272,SD802102,Redvales,"Bury, unparished area",1992-01-01,,91,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01005027,Bury 011B,E01005027,Bury 011B
BL9 0UG,No,53.593598,-2.295921,380511,410821,SD805108,Bury East,"Bury, unparished area",1997-12-01,1999-06-01,99,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01005024,Bury 008E,E01005024,Bury 008E
BL9 0UH,Yes,53.589110,-2.299755,380255,410323,SD802103,Redvales,"Bury, unparished area",2001-12-01,,92,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01005027,Bury 011B,E01005027,Bury 011B
BL9 0WA,No,53.588663,-2.299557,380268,410273,SD802102,Redvales,"Bury, unparished area",2002-06-01,2003-01-01,91,England,2024-09-06,Imputed by ONS by reference to surrounding postcode grid references,E01005027,Bury 011B,E01005027,Bury 011B
BL9 0WB,No,53.592627,-2.310206,379565,410717,SD795107,Bury West,"Bury, unparished area",2003-09-01,2006-02-01,84,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01004948,Bury 009B,E01004948,Bury 009B
BL9 0WX,No,53.592627,-2.310206,379565,410717,SD795107,Bury West,"Bury, unparished area",2004-07-01,2006-03-01,84,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01004948,Bury 009B,E01004948,Bury 009B
BL9 0WY,No,53.588988,-2.299258,380288,410309,SD802103,Redvales,"Bury, unparished area",2003-02-01,2003-10-01,91,England,2024-09-06,Imputed by ONS by reference to surrounding postcode grid references,E01005027,Bury 011B,E01005027,Bury 011B
BL9 0WZ,No,53.588988,-2.299258,380288,410309,SD802103,Redvales,"Bury, unparished area",2002-11-01,2004-03-01,91,England,2024-09-06,Imputed by ONS by reference to surrounding postcode grid references,E01005027,Bury 011B,E01005027,Bury 011B
BL9 0XS,No,53.571690,-2.350296,376900,408400,SD769083,Radcliffe North & Ainsworth,"Bury, unparished area",1990-02-01,1995-12-01,99,England,2024-09-06,Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference,E01005002,Bury 014D,E01005002,Bury 014D
BL9 0XZ,No,53.571690,-2.350296,376900,408400,SD769083,Radcliffe North & Ainsworth,"Bury, unparished area",1983-07-01,1995-07-01,99,England,2024-09-06,Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference,E01005002,Bury 014D,E01005002,Bury 014D
BL9 0YB,No,53.593946,-2.296253,380489,410860,SD804108,Bury East,"Bury, unparished area",1990-07-01,2023-04-01,100,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01005024,Bury 008E,E01005024,Bury 008E
BL9 0YX,No,53.592627,-2.310206,379565,410717,SD795107,Bury West,"Bury, unparished area",2002-06-01,2008-03-01,84,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01004948,Bury 009B,E01004948,Bury 009B
BL9 0YY,No,53.592627,-2.310206,379565,410717,SD795107,Bury West,"Bury, unparished area",2002-06-01,2011-02-01,84,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01004948,Bury 009B,E01004948,Bury 009B
BL9 0ZT,No,53.592627,-2.310206,379565,410717,SD795107,Bury West,"Bury, unparished area",2004-08-01,2006-04-01,84,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01004948,Bury 009B,E01004948,Bury 009B
BL9 0ZW,No,53.592627,-2.310206,379565,410717,SD795107,Bury West,"Bury, unparished area",2003-10-01,2006-03-01,84,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01004948,Bury 009B,E01004948,Bury 009B
BL9 5AA,Yes,53.600267,-2.295270,380557,411563,SD805115,Moorside,"Bury, unparished area",1991-01-01,,101,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01004979,Bury 008C,E01004979,Bury 008C
BL9 5AB,Yes,53.598477,-2.292767,380722,411363,SD807113,Moorside,"Bury, unparished area",1999-12-01,,99,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01004979,Bury 008C,E01004979,Bury 008C
BL9 5AD,No,53.597019,-2.290067,380900,411200,SD809112,Moorside,"Bury, unparished area",1980-01-01,1994-05-01,100,England,2024-09-06,Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference,E01004980,Bury 008D,E01004980,Bury 008D
BL9 5AE,Yes,53.598168,-2.289967,380907,411328,SD809113,Moorside,"Bury, unparished area",1980-01-01,,101,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01004980,Bury 008D,E01004980,Bury 008D
BL9 5AF,Yes,53.597957,-2.291733,380790,411305,SD807113,Moorside,"Bury, unparished area",1980-01-01,,99,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01004980,Bury 008D,E01004980,Bury 008D
BL9 5AG,Yes,53.597792,-2.290057,380901,411286,SD809112,Moorside,"Bury, unparished area",1980-01-01,,101,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01004980,Bury 008D,E01004980,Bury 008D
BL9 5AH,No,53.596676,-2.290488,380872,411162,SD808111,Bury East,"Bury, unparished area",1980-01-01,2015-02-01,99,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01005024,Bury 008E,E01005024,Bury 008E
BL9 5AJ,Yes,53.598343,-2.291917,380778,411348,SD807113,Moorside,"Bury, unparished area",2020-01-01,,99,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01004980,Bury 008D,E01004980,Bury 008D
BL9 5AL,Yes,53.599009,-2.291272,380821,411422,SD808114,Moorside,"Bury, unparished area",1980-01-01,,100,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01004980,Bury 008D,E01004980,Bury 008D
BL9 5AN,Yes,53.599803,-2.290159,380895,411510,SD808115,Moorside,"Bury, unparished area",1980-01-01,,104,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01004979,Bury 008C,E01004979,Bury 008C
BL9 5AP,No,53.599715,-2.290086,380900,411500,SD808114,Moorside,"Bury, unparished area",1983-03-01,1996-06-01,105,England,2024-09-06,Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference,E01004979,Bury 008C,E01004979,Bury 008C
BL9 5AQ,Yes,53.597040,-2.291757,380788,411203,SD807112,Moorside,"Bury, unparished area",1994-05-01,,98,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01004980,Bury 008D,E01004980,Bury 008D
BL9 5AR,Yes,53.600008,-2.291569,380802,411533,SD808115,Moorside,"Bury, unparished area",1980-01-01,,104,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01004979,Bury 008C,E01004979,Bury 008C
BL9 5AS,Yes,53.600303,-2.291704,380793,411566,SD807115,Moorside,"Bury, unparished area",1980-01-01,,106,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01004979,Bury 008C,E01004979,Bury 008C
BL9 5AT,Yes,53.600850,-2.291859,380783,411627,SD807116,Moorside,"Bury, unparished area",1980-01-01,,107,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01004979,Bury 008C,E01004979,Bury 008C
BL9 5AU,Yes,53.601329,-2.291638,380798,411680,SD807116,Moorside,"Bury, unparished area",1980-01-01,,108,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01004979,Bury 008C,E01004979,Bury 008C
BL9 5AW,Yes,53.599505,-2.291505,380806,411477,SD808114,Moorside,"Bury, unparished area",1980-01-01,,102,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01004980,Bury 008D,E01004980,Bury 008D
BL9 5AX,Yes,53.601304,-2.291124,380832,411677,SD808116,Moorside,"Bury, unparished area",1996-06-01,,109,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01004979,Bury 008C,E01004979,Bury 008C
BL9 5AY,Yes,53.601375,-2.290412,380879,411685,SD808116,Moorside,"Bury, unparished area",1980-01-01,,109,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01004979,Bury 008C,E01004979,Bury 008C
BL9 5AZ,Yes,53.601697,-2.292154,380764,411721,SD807117,Moorside,"Bury, unparished area",1980-01-01,,108,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01004979,Bury 008C,E01004979,Bury 008C
BL9 5BA,Yes,53.600832,-2.293025,380706,411625,SD807116,Moorside,"Bury, unparished area",1980-01-01,,106,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01004979,Bury 008C,E01004979,Bury 008C
BL9 5BB,Yes,53.599654,-2.292941,380711,411494,SD807114,Moorside,"Bury, unparished area",1980-01-01,,102,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01004979,Bury 008C,E01004979,Bury 008C
BL9 5BD,No,53.600121,-2.293171,380696,411546,SD806115,Moorside,"Bury, unparished area",1980-01-01,1999-12-01,104,England,2024-09-06,Approximate to within 50 metres,E01004979,Bury 008C,E01004979,Bury 008C
BL9 5BE,Yes,53.601578,-2.295672,380531,411709,SD805117,Moorside,"Bury, unparished area",1980-01-01,,104,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01004979,Bury 008C,E01004979,Bury 008C
BL9 5BF,No,53.600603,-2.294625,380600,411600,SD806115,Moorside,"Bury, unparished area",1995-01-01,1996-06-01,103,England,2024-09-06,Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference,E01004979,Bury 008C,E01004979,Bury 008C
BL9 5BG,Yes,53.599431,-2.295068,380570,411470,SD805114,Moorside,"Bury, unparished area",1999-12-01,,99,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01004979,Bury 008C,E01004979,Bury 008C
BL9 5BH,No,53.599584,-2.296069,380504,411487,SD805114,Moorside,"Bury, unparished area",1980-01-01,2009-08-01,97,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01004979,Bury 008C,E01004979,Bury 008C
BL9 5BJ,Yes,53.600817,-2.294639,380599,411624,SD805116,Moorside,"Bury, unparished area",1992-08-01,,104,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01004979,Bury 008C,E01004979,Bury 008C
BL9 5BL,Yes,53.600956,-2.293570,380670,411639,SD806116,Moorside,"Bury, unparished area",2008-05-01,,105,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01004979,Bury 008C,E01004979,Bury 008C
BL9 5BN,Yes,53.598581,-2.293475,380675,411375,SD806113,Moorside,"Bury, unparished area",2008-06-01,,99,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01004979,Bury 008C,E01004979,Bury 008C
BL9 5BP,Yes,53.599255,-2.293571,380669,411450,SD806114,Moorside,"Bury, unparished area",1997-06-01,,101,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01004979,Bury 008C,E01004979,Bury 008C
BL9 5BQ,Yes,53.599599,-2.296157,380498,411489,SD804114,Moorside,"Bury, unparished area",1980-01-01,,101,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01004979,Bury 008C,E01004979,Bury 008C
BL9 5BR,Yes,53.598855,-2.295366,380550,411406,SD805114,Moorside,"Bury, unparished area",1993-01-01,,99,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01004979,Bury 008C,E01004979,Bury 008C
BL9 5BS,Yes,53.599198,-2.295794,380522,411444,SD805114,Moorside,"Bury, unparished area",1980-01-01,,97,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01004979,Bury 008C,E01004979,Bury 008C
BL9 5BT,Yes,53.598006,-2.294365,380616,411311,SD806113,Moorside,"Bury, unparished area",1995-01-01,,98,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01004979,Bury 008C,E01004979,Bury 008C
BL9 5BU,No,53.598805,-2.294613,380600,411400,SD805113,Moorside,"Bury, unparished area",1980-01-01,1997-12-01,99,England,2024-09-06,Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference,E01004979,Bury 008C,E01004979,Bury 008C
BL9 5BW,No,53.598135,-2.293067,380702,411325,SD807113,Moorside,"Bury, unparished area",1999-06-01,2015-05-01,99,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01004979,Bury 008C,E01004979,Bury 008C
BL9 5BX,Yes,53.597728,-2.293092,380700,411280,SD807112,Moorside,"Bury, unparished area",1980-01-01,,99,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01004979,Bury 008C,E01004979,Bury 008C
BL9 5BY,Yes,53.596741,-2.296986,380442,411171,SD804111,Moorside,"Bury, unparished area",1997-06-01,,92,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01004979,Bury 008C,E01004979,Bury 008C
BL9 5BZ,No,53.598259,-2.290227,380890,411338,SD808113,Moorside,"Bury, unparished area",1980-01-01,2009-08-01,101,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01004980,Bury 008D,E01004980,Bury 008D
BL9 5DA,Yes,53.599777,-2.290464,380875,411507,SD808115,Moorside,"Bury, unparished area",2010-11-01,,111,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01004979,Bury 008C,E01004979,Bury 008C
BL9 5DB,No,53.590712,-2.296067,380500,410500,SD804104,Bury East,"Bury, unparished area",1980-01-01,1997-12-01,96,England,2024-09-06,Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference,E01005027,Bury 011B,E01005027,Bury 011B
BL9 5DD,Yes,53.595407,-2.297714,380393,411023,SD803110,Moorside,"Bury, unparished area",2022-02-01,,91,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01004979,Bury 008C,E01004979,Bury 008C
BL9 5DE,Yes,53.602559,-2.291357,380817,411817,SD808118,Moorside,"Bury, unparished area",1980-01-01,,111,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01004979,Bury 008C,E01004979,Bury 008C
BL9 5DF,Yes,53.604049,-2.292259,380758,411983,SD807119,Moorside,"Bury, unparished area",1980-01-01,,111,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01004978,Bury 004C,E01004978,Bury 004C
BL9 5DG,Yes,53.606320,-2.294317,380623,412236,SD806122,Moorside,"Bury, unparished area",1980-01-01,,115,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01004978,Bury 004C,E01004978,Bury 004C
BL9 5DH,Yes,53.604484,-2.291766,380791,412031,SD807120,Moorside,"Bury, unparished area",1980-01-01,,112,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01004978,Bury 004C,E01004978,Bury 004C
BL9 5DJ,Yes,53.605713,-2.292575,380738,412168,SD807121,Moorside,"Bury, unparished area",1980-01-01,,115,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01004978,Bury 004C,E01004978,Bury 004C
BL9 5DL,Yes,53.605569,-2.296458,380481,412153,SD804121,Moorside,"Bury, unparished area",1980-01-01,,110,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01004978,Bury 004C,E01004978,Bury 004C
BL9 5DN,Yes,53.604937,-2.297481,380413,412083,SD804120,Moorside,"Bury, unparished area",1980-01-01,,107,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01004978,Bury 004C,E01004978,Bury 004C
BL9 5DP,Yes,53.605060,-2.295306,380557,412096,SD805120,Moorside,"Bury, unparished area",1980-01-01,,112,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01004978,Bury 004C,E01004978,Bury 004C
BL9 5DQ,Yes,53.605728,-2.293875,380652,412170,SD806121,Moorside,"Bury, unparished area",1980-01-01,,115,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01004978,Bury 004C,E01004978,Bury 004C
BL9 5DR,Yes,53.604019,-2.294437,380614,411980,SD806119,Moorside,"Bury, unparished area",1980-01-01,,111,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01004978,Bury 004C,E01004978,Bury 004C
BL9 5DS,Yes,53.603984,-2.293908,380649,411976,SD806119,Moorside,"Bury, unparished area",1980-01-01,,110,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01004978,Bury 004C,E01004978,Bury 004C
BL9 5DT,Yes,53.605028,-2.293613,380669,412092,SD806120,Moorside,"Bury, unparished area",1980-01-01,,113,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01004978,Bury 004C,E01004978,Bury 004C
BL9 5DU,Yes,53.604795,-2.293400,380683,412066,SD806120,Moorside,"Bury, unparished area",1980-01-01,,112,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01004978,Bury 004C,E01004978,Bury 004C
BL9 5DW,Yes,53.605881,-2.297428,380417,412188,SD804121,Moorside,"Bury, unparished area",1980-01-01,,107,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01004978,Bury 004C,E01004978,Bury 004C
BL9 5DX,Yes,53.604074,-2.293136,380700,411986,SD807119,Moorside,"Bury, unparished area",1980-01-01,,111,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01004978,Bury 004C,E01004978,Bury 004C
BL9 5DY,Yes,53.603814,-2.293058,380705,411957,SD807119,Moorside,"Bury, unparished area",1980-01-01,,110,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01004978,Bury 004C,E01004978,Bury 004C
BL9 5DZ,Yes,53.603302,-2.292873,380717,411900,SD807118,Moorside,"Bury, unparished area",1980-01-01,,109,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01004979,Bury 008C,E01004979,Bury 008C
BL9 5EA,Yes,53.604060,-2.296191,380498,411985,SD804119,Moorside,"Bury, unparished area",1980-01-01,,110,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01004978,Bury 004C,E01004978,Bury 004C
BL9 5EB,Yes,53.603335,-2.298347,380355,411905,SD803119,Moorside,"Bury, unparished area",1980-01-01,,102,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01004978,Bury 004C,E01004978,Bury 004C
BL9 5ED,Yes,53.603214,-2.296472,380479,411891,SD804118,Moorside,"Bury, unparished area",1980-01-01,,107,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01004979,Bury 008C,E01004979,Bury 008C
BL9 5EE,Yes,53.603398,-2.294856,380586,411911,SD805119,Moorside,"Bury, unparished area",1980-01-01,,109,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01004979,Bury 008C,E01004979,Bury 008C
BL9 5EF,Yes,53.602286,-2.293564,380671,411787,SD806117,Moorside,"Bury, unparished area",1980-01-01,,107,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01004979,Bury 008C,E01004979,Bury 008C
BL9 5EG,Yes,53.602234,-2.293065,380704,411781,SD807117,Moorside,"Bury, unparished area",1980-01-01,,107,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01004979,Bury 008C,E01004979,Bury 008C
BL9 5EH,Yes,53.602503,-2.292354,380751,411811,SD807118,Moorside,"Bury, unparished area",1980-01-01,,109,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01004979,Bury 008C,E01004979,Bury 008C
BL9 5EJ,Yes,53.602029,-2.292111,380767,411758,SD807117,Moorside,"Bury, unparished area",1980-01-01,,109,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01004979,Bury 008C,E01004979,Bury 008C
BL9 5EN,Yes,53.597246,-2.292728,380724,411226,SD807112,Moorside,"Bury, unparished area",1983-07-01,,98,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01004979,Bury 008C,E01004979,Bury 008C
